Date,A,AAL,AAP,AAPL,ABBV,ABC,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMD,AME,AMG,AMGN,AMP,AMT,AMZN,ANDV,ANSS,ANTM,AON,AOS,APA,APC,APD,APH,APTV,ARE,ARNC,ATVI,AVB,AVGO,AVY,AWK,AXP,AYI,AZO,BA,BAC,BAX,BBT,BBY,BDX,BHGE,BIIB,BK,BKNG,BLK,BLL,BMY,BSX,BWA,BXP,C,CA,CAH,CAT,CB,CBG,CBOE,CBS,CCL,CDNS,CELG,CERN,CF,CFG,CHD,CHK,CHRW,CHTR,CI,CINF,CLX,CME,CMG,CMS,CNC,CNP,COF,COG,CPB,CSCO,CTAS,CTL,CTXS,CVX,DIS,FOX,FOXA,FTI,GOOG,GOOGL,HRB,KMX,KO,LNT,LUV,MMM,MO,SBUX,SCHW,SEE,SHW,SIG,SLG,SNA,SNI,SNPS,SO,SPG,SPGI,SRCL,SRE,STI,STT,STX,SWK,SWKS,SYF,SYK,SYMC,SYY,T,TDG,TEL,TGT,TIF,TJX,TMK,TMO,TPR,TRIP,TROW,TRV,TSCO,TSN,TSS,TWX,TXN,TXT,UA,UAA,UAL,UDR,UHS,ULTA,UNH,UNM,UNP,UPS,URI,USB,UTX,V,VAR,VFC,VIAB,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VZ,WAT,WBA,WDC,WEC,WELL,WFC,WHR,WLTW,WM,WMB,WMT,WRK,WU,WY,WYN,WYNN,XEC,XEL,XL,XLNX,XRX,XYL,YUM,ZBH,ZION,ZTS
2016-04-14,40.093525,40.399014,160.414444,108.069626,55.777275,83.762405,41.796276,111.324265,94.440002,56.739117,34.444984,86.733047,211.561707,58.080002,45.693768,61.129032,10.350946,107.579987,63.951649,212.668228,53.264248,37.082699,77.254318,42.28326,51.669998,64.017776,73.129997,79.282158,64.313614,62.846638,154.75,21.014174,2.72,50.103737,170.735916,151.667603,92.09832,101.562683,620.75,79.17408,88.519997,138.701447,101.554451,38.10363,50.964649,49.13279,128.41832,57.855885,62.932762,87.755005,22.078312,34.697563,168.910065,153.922394,69.20298,67.648407,60.690666,253.753677,778.140015,123.668129,13.70626,41.74754,32.557575,30.830063,153.985382,29.232531,270.559998,36.753765,1336.390015,338.543884,35.197811,64.848099,19.549999,36.02116,123.279678,43.805347,28.215471,79.71833,74.269196,116.05809,30.370001,62.793701,52.367889,48.573784,23.32,106.989998,56.439999,28.239429,21.978804,44.752251,6.01,69.567146,200.809998,134.964432,62.388138,120.364708,82.922142,456.01001,38.898327,59.209999,19.286043,68.645523,22.549368,59.036533,26.608639,88.144806,26.223415,64.349419,90.462662,95.682594,29.18396,29.244108,26.183706,753.200012,775.390015,22.501398,53.619999,43.27911,33.775368,45.915821,160.225769,57.839905,58.038944,28.266983,48.244442,288.351593,109.061989,94.218376,155.124817,62.247334,48.099998,45.967083,191.793396,97.778824,125.370003,98.776093,36.982361,58.033897,23.851261,105.166779,74.735542,28.20018,107.664253,17.373014,44.613125,35.280685,189.569504,60.78125,75.96759,68.213356,74.020203,54.682125,143.694183,36.259544,63.509998,72.838608,110.827309,88.469147,62.942204,48.701309,72.441383,56.360844,37.846134,41.932697,43.48,56.73,33.538815,124.86335,205.669998,124.020119,31.183289,78.595078,98.910278,61.34,39.644184,99.795822,79.181633,73.221207,60.275761,36.758419,56.822231,104.936325,72.510551,77.860001,89.110001,87.080002,58.202404,47.405537,134.889999,78.132545,39.756027,54.591759,69.669998,46.048435,177.225372,114.64827,54.353279,16.335073,65.267097,32.408054,18.794058,29.393179,74.336761,94.244972,107.325165,38.390877,34.791241,44.398567,28.208691,40.927349,57.074429,113.800438,25.045895,47.058453
2016-04-15,40.221344,40.143887,160.663605,105.900528,55.993683,84.854134,41.700214,111.392166,95.160004,55.99456,35.113361,86.627365,211.847778,58.419998,46.052891,61.557755,10.360156,107.69767,63.865704,213.425003,52.965439,37.906761,77.216103,42.519794,50.93,63.939541,73.470001,79.785774,64.246094,62.915699,153.089996,21.004391,2.7,49.955437,168.91748,151.677109,91.415703,102.12262,625.890015,76.941017,89.809998,138.410858,101.945435,38.561119,50.079475,48.58643,128.374084,57.826355,62.141987,89.131973,22.078312,34.359634,171.884995,150.695068,69.760353,68.435898,60.331436,255.505554,779.780029,123.932747,13.570554,41.786686,32.114033,30.896812,154.919876,29.652266,268.5,36.550972,1331.900024,341.243347,35.408459,65.020073,19.459999,36.283665,124.490181,43.746922,28.299982,80.041344,74.381927,116.270271,30.41,62.920586,52.592358,48.05574,23.459999,107.339996,57.02,28.645618,21.718758,45.175571,6.03,70.149261,203.059998,136.613998,62.463982,120.231552,83.350563,469.290009,39.143265,58.599998,19.31365,68.52066,22.766853,59.285072,26.278976,87.900665,26.362331,64.14238,89.770203,95.643791,29.232941,29.400862,25.692125,759.0,780.0,22.360876,53.669998,43.534084,34.096287,46.240211,160.816544,57.924423,58.405731,28.06044,48.64307,290.241333,108.577698,95.395752,155.250305,61.995087,48.380001,46.176643,191.719589,97.475945,125.419998,99.431992,36.772072,57.541256,22.513975,105.002693,73.070862,28.064415,107.370895,17.518681,44.814125,35.335781,190.622009,60.925213,76.729294,68.376671,74.960838,54.7906,144.409561,36.503021,63.0,72.762527,111.663124,86.771729,63.594402,49.017097,71.910484,56.084835,37.636765,41.704315,43.080002,56.900002,34.256222,124.535561,204.059998,123.390221,31.067904,77.535309,99.343254,61.0,39.471321,99.690941,78.935211,73.598213,60.673363,36.586338,54.911541,105.349854,72.677155,78.150002,88.699997,81.75,58.156361,47.396309,135.809998,78.305611,38.491669,54.975155,69.809998,45.538776,177.482483,115.359222,54.296028,16.132839,65.513763,32.670296,18.831739,29.411718,74.26033,94.244972,104.600273,38.627384,34.753014,43.883526,28.284519,41.210007,56.686543,112.420204,25.006731,47.492809
2016-04-18,40.614605,40.153698,160.414444,103.61573,56.34182,85.656006,42.218948,112.139175,96.550003,56.032742,35.499329,87.155861,212.074615,59.139999,46.383663,61.734829,10.41541,108.344971,64.18084,216.127686,53.28352,38.271969,77.703247,42.860409,51.75,64.0569,73.629997,79.650192,64.921364,63.389271,155.710007,21.09244,2.76,49.906006,169.175827,153.164215,91.567398,101.890938,635.349976,78.689453,90.150002,138.100937,103.274727,38.760662,51.416855,49.798363,129.648697,57.590084,62.378422,89.065498,22.254765,35.224339,173.486206,151.092422,70.529175,68.858459,60.768337,257.088226,783.219971,124.726631,13.735338,42.188015,32.321644,31.259176,155.241135,30.938555,272.920013,36.995186,1353.369995,341.491394,36.559673,65.794006,19.469999,36.361446,124.90329,43.931961,28.544107,80.345352,74.457092,117.678322,30.709999,63.223133,52.82658,47.8862,23.629999,107.839996,58.080002,28.959494,21.882492,44.872509,5.96,70.721832,201.580002,137.083878,62.530354,121.054543,83.387024,460.119995,39.237476,59.389999,19.341255,68.828018,23.142511,59.590958,26.552126,88.193626,26.329643,64.795349,91.127419,98.447433,29.468058,29.773146,26.684563,766.609985,787.679993,22.623175,53.43,43.647404,34.147446,46.299191,161.550232,58.384583,58.772514,28.375172,49.343105,290.574219,109.652824,96.098389,155.539886,62.130909,48.860001,46.386204,192.826385,98.638588,125.849998,99.317932,36.95369,57.850357,22.681133,105.311554,72.759346,28.248667,107.947845,17.586662,44.871559,35.491898,189.527405,61.078773,77.491013,68.376671,75.280853,55.027275,145.532333,37.121078,65.440002,72.829094,111.451752,87.431305,64.042183,50.013832,72.605469,56.103867,37.816223,42.121361,43.709999,56.98,34.567722,125.270584,206.910004,123.85537,31.442911,77.22023,99.945694,61.540001,39.576958,100.224808,80.285614,74.545326,61.108856,37.159939,56.037647,106.413216,72.555984,78.610001,89.660004,83.220001,58.68121,47.747051,138.309998,78.122925,39.00502,55.302441,70.639999,46.095623,180.910263,118.095886,54.553665,15.333092,66.272667,33.000214,18.944786,29.652721,73.610596,93.09671,107.116325,38.920662,34.915462,44.121971,28.436178,41.531654,57.219879,112.006126,25.18297,47.946911
2016-04-19,40.703091,40.565842,160.264938,103.066238,56.614685,86.457878,42.122879,111.663818,96.519997,55.584099,35.988846,87.194305,208.740616,59.130001,46.421467,61.362026,10.590381,109.325745,64.51506,221.788605,53.707634,38.300072,77.865623,42.88879,51.349998,63.910187,72.900002,79.533974,65.143219,63.024227,155.440002,20.740248,2.62,50.41021,171.590485,153.543121,91.813896,101.85231,627.900024,79.288116,90.940002,139.853943,102.815338,38.264233,52.937038,50.195713,132.065155,57.403046,62.590324,89.084488,23.225241,34.995739,173.969376,146.411377,70.529175,69.338646,61.719818,258.342407,777.429993,125.397659,14.006749,42.452293,32.755749,31.373613,153.790756,31.480145,271.0,37.507004,,347.844269,36.736038,65.841797,19.67,37.440613,125.988899,44.438377,28.450211,81.314384,75.528145,117.678322,30.620001,63.896549,53.636585,47.660137,23.620001,106.529999,58.040001,31.110455,22.248487,45.343941,6.12,71.790634,204.630005,139.833145,62.596718,121.111938,84.42617,455.179993,39.369354,59.150002,19.322851,69.922958,23.211712,59.093891,26.683992,88.349876,26.730064,63.815895,92.789314,99.572769,29.428873,29.684975,27.380198,753.929993,776.25,22.48266,54.330002,44.006248,34.049774,46.328682,161.645477,57.952591,58.782169,28.29649,49.391731,292.072296,108.374298,97.1903,155.983902,61.84956,49.240002,46.468204,192.0793,100.768471,125.370003,99.061272,37.508091,58.207756,22.285223,105.26329,70.315857,28.917789,107.302452,17.606079,44.96727,35.739834,191.177734,61.126759,78.011208,68.933823,75.368126,55.540081,144.65799,37.523758,64.540001,73.893967,111.701538,86.936623,63.584671,50.142124,72.238663,55.599457,37.935863,42.697277,43.950001,58.049999,34.728195,124.903069,204.039993,126.462143,31.84676,78.518692,100.566933,61.150002,40.249218,100.100891,79.595634,74.641731,60.966843,34.072044,55.483829,106.147377,72.752899,78.599998,88.790001,83.209999,58.86536,48.07011,136.619995,78.690208,39.280708,55.302441,71.330002,47.077179,181.05307,118.504936,54.515495,16.555691,66.187286,33.660046,18.95421,29.643454,73.849464,96.483627,107.404724,38.93959,35.049232,43.778614,28.385626,41.62912,56.887417,112.232895,25.741068,47.937038
2016-04-20,40.821072,40.487328,157.872772,103.278313,56.906372,88.747581,42.238155,112.090675,96.330002,56.490932,36.591316,86.598526,214.954895,59.389999,44.975517,59.367588,10.378573,111.032265,64.982971,224.019577,54.093185,37.494736,77.760551,42.92664,51.27,64.213402,73.550003,79.03035,64.554787,63.053822,157.039993,20.681547,2.7,50.370667,174.074707,154.168243,93.634254,101.195824,632.98999,79.373634,90.870003,140.93869,102.072479,38.531914,52.850048,50.324852,131.737656,56.930504,62.476242,87.375168,23.357578,35.035496,169.980667,148.504776,70.173584,68.070946,63.127613,256.3815,777.049988,123.403473,14.472026,42.344624,33.227592,31.583405,154.501312,31.818647,265.890015,38.3568,1350.0,350.000092,36.902592,66.147552,19.65,37.518402,123.625534,45.519394,28.365705,82.843979,74.917458,118.228043,30.68,64.208862,53.724426,47.132687,23.51,106.730003,58.360001,32.190552,22.498901,44.862888,6.42,71.313484,198.229996,141.232788,62.245911,119.427704,84.863701,458.0,37.993931,59.700001,18.936396,72.449028,23.251255,58.692413,26.787601,88.04715,26.80361,64.118492,93.888023,100.183929,29.360296,29.479237,27.16687,752.669983,774.919983,22.267202,54.139999,41.900375,32.975403,46.250042,160.968994,57.736595,58.782169,28.611223,50.10149,293.756409,108.664886,96.962425,155.723267,61.529392,48.580002,45.347507,187.892059,101.73568,125.440002,97.369217,38.014698,59.647015,22.584358,104.45253,70.909698,29.742071,108.280327,17.547813,44.747128,35.556171,193.240662,58.967308,76.98011,69.37571,75.271156,56.210663,145.502518,37.917072,64.389999,74.483429,111.250023,87.363403,61.9785,50.655289,72.180756,56.199039,39.790283,42.458965,43.950001,58.599998,33.812557,127.465691,204.419998,129.786011,32.433319,80.05584,99.936272,60.139999,41.03672,100.606155,79.989906,75.089005,61.184582,35.735493,55.585358,107.033485,71.80619,78.589996,89.290001,84.110001,57.428947,47.765514,136.410004,78.00753,41.14397,53.413521,69.019997,47.615158,179.443909,119.118492,54.143345,17.309477,65.656044,33.457027,19.010735,29.587839,74.21254,95.904655,108.677666,37.586727,35.116116,44.312725,28.284519,41.102787,57.164474,113.218773,26.348122,47.84819
2016-04-21,41.224171,39.260742,156.616898,102.160034,57.743782,88.71859,42.151699,111.062317,96.370003,56.137749,36.10181,85.85862,199.843353,60.07,43.917053,58.025517,10.231229,110.914574,64.362274,223.577316,53.514854,37.054611,75.439499,42.340031,51.360001,64.203621,73.300003,76.880249,63.136734,62.392799,161.380005,20.49567,2.62,50.38055,173.806442,155.674332,93.700623,99.023613,631.0,79.801239,90.650002,141.316391,100.860497,38.916401,52.946697,49.699024,131.286209,55.95591,61.962589,86.501495,22.982618,34.975861,168.284729,146.682739,69.971771,65.554802,63.700451,254.420593,766.549988,123.564148,14.442945,42.099911,33.161537,31.335468,154.511032,31.608772,279.600006,39.303162,1340.0,347.300537,36.819305,67.036133,19.59,37.489231,122.876175,45.383053,28.647392,82.482941,74.623367,113.868866,30.129999,63.574486,54.475883,46.322639,23.58,109.919998,58.459999,31.608957,22.662636,43.920033,6.19,70.912682,199.699997,140.303024,60.690952,115.915688,84.81813,448.140015,37.098961,60.5,18.908791,71.776711,22.569134,57.191647,26.599222,87.07058,25.651382,66.913521,93.620262,99.834702,29.477856,29.714367,26.795864,759.140015,780.0,22.257832,52.43,41.229893,31.989395,46.918484,160.702209,56.515755,58.531208,28.65056,49.333393,291.161713,108.587387,99.867882,154.632523,61.888359,49.110001,44.591251,183.806213,101.120178,123.709999,95.50605,38.110283,59.106091,22.373207,108.361534,69.790176,29.499638,106.891739,17.576948,43.627254,34.766445,192.36499,58.640991,76.868629,69.33728,74.679626,55.500629,146.406723,37.448845,63.810001,73.808395,104.515442,91.505089,61.267895,50.013832,72.817818,56.018219,39.431366,45.408058,46.93,52.759998,33.482178,126.820076,205.860001,128.846039,32.308308,83.36882,98.825554,64.870003,40.873466,100.510818,79.635056,74.545326,60.550301,40.687607,55.982265,106.295059,71.291183,78.059998,88.529999,86.809998,54.961262,46.177944,137.679993,77.459473,41.210518,52.272686,66.620003,47.237637,178.482224,119.800232,53.771191,17.594444,64.954041,33.338589,18.907104,29.504414,74.031021,92.430901,106.231239,36.527145,33.988583,43.902607,28.208691,40.781147,56.589573,112.784988,26.16209,47.818581
2016-04-22,41.096355,37.49445,157.882706,101.880447,57.790825,88.776558,42.343822,110.548134,94.790001,55.822739,37.297356,86.146896,203.18721,59.540001,43.992653,58.472874,10.295692,112.61129,64.858833,225.198929,54.160656,37.588379,76.060341,42.604954,51.130001,64.790489,73.870003,74.391182,63.416477,63.379398,159.100006,20.642416,3.99,50.558506,176.628494,154.575577,94.734055,100.587608,620.5,81.910774,91.0,142.875732,100.89959,39.135414,54.319183,52.202351,131.109207,56.074039,61.742401,88.030396,22.938509,34.439148,170.700714,145.694199,70.654099,66.495956,64.011131,254.848587,771.070007,123.85714,14.646504,42.403358,33.812691,31.678766,155.630508,31.43276,282.700012,39.650806,1338.5,348.616852,37.152428,67.532982,19.76,37.411446,124.317245,45.743385,28.337536,82.568459,74.300812,115.055099,30.52,63.955116,55.129753,45.691574,23.74,110.519997,58.509998,30.685804,22.749317,44.271198,6.55,71.15126,197.910004,141.782639,61.240875,117.178871,85.866394,442.730011,37.353317,62.349998,19.148024,72.573883,22.994225,57.965923,26.51445,87.597916,25.651382,66.013695,94.183472,100.668999,30.124428,30.302187,27.389475,718.77002,737.77002,22.323404,53.220001,42.060917,32.138226,46.44664,160.702209,56.835052,55.674152,29.23085,50.539013,292.855621,108.393684,99.934349,155.066895,63.101112,49.049999,44.882824,186.434799,100.993172,123.980003,96.142952,40.108032,59.782249,22.27643,107.782425,69.605194,29.577217,106.979744,17.489548,43.809113,34.959286,190.958801,58.756165,76.478477,70.153816,74.214142,56.338863,145.909912,37.720413,63.34,73.760857,106.484901,91.611786,61.394444,50.329617,73.985764,55.846905,39.660675,44.742775,46.990002,50.740002,33.982475,128.309982,205.389999,129.979828,32.616013,85.574303,99.324432,66.010002,41.584137,100.768227,77.97908,74.685631,60.654434,41.853928,56.526859,107.210724,72.268181,78.190002,88.639999,86.800003,55.697891,46.657906,138.139999,77.055634,41.505219,52.974022,68.269997,47.7756,178.348923,120.559883,53.809361,17.962145,65.191216,34.463696,18.907104,29.902992,72.779312,92.633537,108.180443,36.943413,34.294353,43.749992,28.233971,41.385452,56.23632,113.139893,26.7104,48.016014
2016-04-25,40.929218,36.30711,156.876053,101.302032,57.367416,88.409447,42.276577,110.693665,95.800003,55.775005,36.958462,86.079636,201.125641,59.990002,44.389584,58.538113,10.12993,112.101311,64.811089,220.982727,53.929329,38.112778,75.439499,42.491413,51.09,65.132828,74.279999,72.105507,63.291077,63.833233,158.020004,20.485884,3.45,50.459644,173.826294,154.831329,93.729057,100.577957,626.200012,82.22435,91.489998,141.490738,101.114624,38.62925,52.589081,50.75201,130.96759,55.867302,61.995193,88.514702,22.409157,34.707504,172.102921,144.502121,69.952568,67.994141,63.787811,251.733032,774.650024,123.573608,14.501105,42.706799,33.46352,30.963562,156.000366,30.491739,284.850006,39.274185,1335.27002,346.890381,36.59396,67.485199,19.74,37.372555,124.893684,45.470699,28.375095,82.036438,72.849335,114.814003,30.01,63.515926,54.93457,46.379166,23.799999,110.57,58.57,30.621176,22.518164,44.487675,6.4,71.18943,207.009995,140.213043,61.212421,118.308075,85.410629,443.100006,37.296795,62.860001,19.378059,72.026413,22.035305,58.348289,26.589804,87.363548,25.479774,65.926102,93.721832,101.445091,30.300766,30.429548,26.758764,723.150024,742.210022,22.520132,52.990002,42.221447,32.073109,46.05344,160.43541,57.492428,55.761013,29.142334,50.198715,293.002472,105.923805,100.56102,156.051468,61.946571,48.84,44.89193,187.845932,100.788002,122.800003,96.295036,40.136715,59.3186,23.129829,107.637642,68.845879,29.519033,107.067757,17.576948,44.316402,35.087849,188.97168,57.767616,76.729294,69.250816,74.185051,56.250111,145.62175,37.636131,62.549999,73.180885,106.004539,92.281044,62.377613,50.83292,73.696182,56.170494,38.873039,43.948406,46.59,49.369999,34.435574,126.949203,207.369995,129.640656,32.317928,83.645714,98.900864,64.82,41.34404,100.29155,77.022942,74.194565,60.001221,41.347244,57.016071,107.378082,72.828651,78.43,89.279999,85.660004,56.508163,46.851738,137.570007,77.296013,41.201012,53.132992,69.300003,47.671783,177.139694,120.082672,53.771191,17.520901,65.902702,33.617756,18.812899,29.560026,72.683777,87.750969,105.604706,37.038017,34.170135,43.673695,24.467751,41.141781,56.354069,113.041306,26.72019,46.712948
2016-04-26,40.624435,36.228603,157.763123,100.598267,57.329777,88.187225,42.151699,111.188438,96.150002,56.634113,37.400906,86.281425,198.935867,61.009998,44.238373,58.621994,10.323318,113.54303,64.935234,216.157181,54.507648,38.019138,75.754684,42.642796,52.66,66.277245,74.699997,72.008644,63.541889,64.790237,154.009995,20.808727,3.66,51.013271,176.340332,154.25354,95.037422,101.147552,616.880005,81.872772,91.370003,142.439896,102.365715,38.950474,54.009892,52.013607,130.551559,56.152798,63.487209,88.771103,23.511971,34.995739,172.197678,146.110931,69.90451,68.579956,64.273277,255.296524,778.789978,125.926949,14.627119,43.039604,34.124111,31.612015,155.309265,31.006252,281.700012,39.814972,1333.949951,349.08429,36.770321,67.704971,19.690001,38.82119,125.422089,45.869995,28.731897,82.254951,73.665199,114.534317,30.379999,63.906315,55.080952,46.275547,23.530001,107.550003,58.16,31.101219,22.681894,44.285625,6.6,72.248672,210.070007,140.642929,61.155537,118.43248,85.793488,445.920013,37.183746,66.709999,19.414865,72.958076,22.549368,58.300491,26.797022,87.724876,25.6759,66.244621,94.441978,101.755524,30.241987,30.331577,26.434135,708.140015,725.369995,22.314037,55.470001,42.051468,32.114967,45.394836,158.339218,57.614513,55.712753,29.368551,50.500114,293.854309,108.006241,101.206665,156.157639,62.227928,48.490002,44.828156,188.104172,104.305222,122.599998,96.199982,40.566853,60.35215,23.754486,108.853783,69.799904,30.217249,107.087318,17.518681,44.316402,34.977654,194.419464,58.362667,76.729294,69.740746,74.825081,56.378307,144.677841,39.200012,62.5,73.703804,105.649101,92.251953,62.96167,51.247398,74.342911,56.532146,39.630764,43.640587,46.75,49.139999,34.095745,131.299713,208.130005,130.086441,32.712166,84.743675,99.992767,66.900002,41.65136,99.910202,77.407372,73.88765,60.654434,41.49065,57.052994,107.525787,73.192184,78.790001,89.160004,84.139999,57.263206,46.55637,133.339996,78.180603,42.341789,53.030125,69.400002,48.058746,170.845917,121.153976,53.942955,17.824259,65.741432,34.51445,19.038992,29.88446,67.256615,86.515854,110.646767,37.075855,34.323017,44.780075,24.796347,41.77533,56.825081,113.583542,26.876848,46.999226
2016-04-27,40.880062,36.022537,158.749908,94.303055,57.113369,87.568916,42.103668,112.032471,95.639999,56.930027,37.570354,86.598526,200.158981,61.400002,44.663647,59.58194,10.479874,111.610916,66.19574,216.284927,54.584774,37.672661,81.504829,42.709026,54.849998,66.375046,74.779999,71.262901,63.194622,65.934708,150.779999,20.955479,3.73,51.744858,177.880539,152.50116,95.824364,100.877228,606.570007,82.870522,91.620003,140.202606,101.9552,38.754623,55.614334,54.417599,131.277374,56.123264,62.794155,89.008514,24.945625,34.160851,170.0849,146.857193,71.56707,69.309837,64.302399,253.494873,780.27002,129.556168,14.559265,43.245155,34.11467,31.926704,157.158752,31.778023,280.059998,39.863243,1353.73999,350.524689,36.672348,67.103027,21.889999,37.547558,125.470116,46.093987,28.910295,82.216949,74.642334,114.187119,30.6,63.437851,55.032158,46.614632,23.73,106.150002,57.810001,31.193541,22.749317,44.396275,7.14,68.526978,206.429993,139.233307,62.852726,119.408569,86.103394,417.220001,37.730152,65.5,19.71851,71.373291,23.794966,58.921825,26.975981,87.861595,25.806648,66.810005,95.882286,102.133865,30.153816,30.204218,28.150036,705.840027,721.460022,19.288248,55.130001,42.193123,32.794422,44.795208,159.84465,57.802334,54.921276,29.407892,51.219608,292.542267,108.656708,100.883827,157.026352,62.56749,48.610001,45.137943,188.675995,105.438553,122.989998,97.787468,40.691116,61.752777,24.053616,109.249527,70.403473,29.945717,107.605591,17.586662,44.421692,35.556171,195.884552,58.497032,77.370255,70.470818,75.387527,57.541962,146.198044,39.331116,63.689999,73.646767,105.226379,93.09581,63.594402,51.997406,74.236732,57.027039,39.760376,41.86319,44.799999,48.939999,33.340576,131.230179,212.520004,128.690964,33.016716,85.135109,100.209244,68.07,41.805027,100.949356,77.634079,74.413795,60.540836,41.863491,57.403748,109.130638,72.927101,78.699997,89.410004,84.5,57.557861,47.710129,133.240005,78.42099,43.805782,53.955887,69.800003,48.068176,169.722366,121.436401,53.818905,18.384998,65.855255,35.216587,19.33103,29.958611,69.310913,86.043045,111.949532,37.567802,34.26569,45.161594,25.276608,41.814323,56.444118,114.253944,27.258707,46.851147
2016-04-28,40.486797,35.296391,155.360992,91.420547,57.583828,83.491898,38.827976,110.916801,93.639999,55.230915,37.720974,85.618385,198.462402,61.389999,45.070026,58.771118,10.340389,112.424957,65.899712,215.085922,53.81366,37.513462,80.797989,42.037262,52.41,64.96656,73.699997,69.742348,62.654404,64.366005,142.529999,20.358706,3.61,47.55307,172.67363,152.084396,93.036957,100.529678,602.0,80.951027,90.559998,139.466553,101.151169,37.863487,53.574944,52.848049,131.480957,55.532593,61.139099,89.112976,24.59273,33.693714,170.122757,143.426376,70.577232,69.521118,63.923744,245.133621,767.469971,127.401306,14.336319,43.323467,33.595638,31.135212,157.625992,32.40086,281.079987,39.245216,1317.589966,342.283051,35.726879,69.042633,21.83,35.43782,124.557426,45.557785,28.271812,74.588081,73.760071,113.02018,30.879999,62.510685,54.71986,45.879948,23.35,108.029999,57.650002,31.682812,22.383326,44.631989,6.78,67.591789,209.75,139.903137,62.682064,119.398994,84.161835,423.399994,38.031612,63.619999,19.654099,70.470451,23.310566,58.778442,26.335487,87.187767,25.626867,65.336838,94.543541,100.921227,29.94809,30.076857,28.029457,691.02002,705.059998,19.681694,53.93,42.145905,32.898518,43.310875,159.120544,58.403366,54.457966,28.503033,47.009647,283.56369,105.520889,100.304642,155.510925,61.71373,48.259998,45.511513,187.836716,105.438553,121.739998,97.996597,40.213188,60.670918,23.666506,108.496658,69.877785,30.032995,107.136208,16.372784,44.278122,35.482716,193.585876,57.700439,75.549545,69.212402,74.563248,57.216541,144.389694,38.59132,63.599998,72.039948,104.842079,92.11615,63.779358,50.911865,74.082291,56.212914,39.18211,41.595089,44.66,48.060001,33.246185,134.001389,206.990005,127.983589,33.210072,84.50499,98.750259,66.809998,41.420879,99.366798,76.569527,72.282921,59.319607,40.534641,56.22226,107.003952,72.571144,78.68,89.419998,86.75,57.327663,47.091717,131.649994,77.257553,43.786766,54.311237,69.660004,47.577404,166.418396,120.910492,55.641502,18.054071,65.371452,35.318096,18.95421,29.680531,68.431877,86.091301,109.214699,37.785397,31.284407,41.232006,24.846903,41.102787,55.716835,113.376503,26.935595,46.58461
2016-04-29,40.231171,34.040367,155.590256,90.369751,57.395641,82.216621,37.367847,109.548889,94.220001,53.760887,37.598595,84.984184,200.543701,59.82,45.362999,59.181183,10.377585,110.110352,65.861504,212.835297,53.804016,37.513462,80.778893,43.560566,50.990002,64.712257,72.190002,68.21209,62.750874,64.573181,139.279999,20.026079,3.55,47.54319,169.245392,149.94368,90.922691,101.253754,659.590027,75.724701,90.769997,136.338242,103.072998,37.809631,52.579426,52.410961,129.1353,54.96162,60.030304,88.267799,24.636841,34.260242,167.498337,141.255432,69.779572,69.876465,63.525692,242.764633,765.22998,127.401306,14.113377,43.284309,33.388027,30.59166,156.973801,32.739357,274.98999,39.022179,1343.660034,339.898376,34.967564,68.966187,21.92,34.922535,123.798462,45.119064,27.849283,74.540581,73.731606,113.666336,29.629999,60.470909,54.563717,46.200195,23.190001,103.410004,56.139999,30.528862,22.007702,44.593498,6.87,67.72538,212.240005,138.503494,62.587238,119.839203,83.778999,420.970001,38.323654,61.959999,19.736912,69.529182,23.132622,58.988739,25.892799,87.676048,25.291821,65.169617,94.340416,100.17424,29.507246,29.645788,28.279886,693.01001,707.880005,18.960373,52.950001,42.306442,33.36694,43.851524,159.482574,58.891708,54.27457,27.942413,46.047089,281.311737,105.394676,99.772934,153.744522,60.491291,47.52,45.648182,185.540131,104.39315,95.559998,98.243759,39.897751,60.17828,19.153154,108.023727,65.04924,29.645098,106.598373,16.168848,44.09626,35.647999,191.868179,57.086189,73.849617,68.539963,73.525627,57.088337,143.326553,37.711052,64.589996,71.58358,105.581841,91.815483,64.071388,50.467777,72.528252,54.632553,38.563972,40.512764,43.939999,45.810001,32.962994,132.779663,208.279999,127.605598,33.074715,83.282906,98.900864,66.93,40.99831,99.500282,76.135803,71.186798,59.688812,39.100636,54.339256,105.970139,72.502968,77.580002,86.400002,84.339996,57.198757,47.017876,130.160004,76.228737,38.852913,54.432796,69.419998,47.171566,165.809006,121.640923,56.099529,17.824259,63.436207,35.402691,18.841164,29.773222,67.791687,85.203552,108.279861,37.870544,31.274847,41.08894,24.265541,40.72266,55.107304,114.135635,26.945387,46.426666
